datetime,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3,hour,day,month,day_of_week,hour_sin,hour_cos,aqi_lag_1,aqi_lag_3,aqi_lag_6,aqi_rolling_mean,aqi_rolling_std,aqi_change,pm25_pm10_ratio,no2_so2_ratio,aqi_class
2026-05-30 07:46:36.583034,3,76.41,0.01,0.05,36.84,0.43,15.8,71.52,0,7,30,5,5,0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.2209172228618957,0.11627879935162944,1
2026-05-30 10:09:38.073527,3,75.21,0.01,0.05,35.37,0.42,15.83,70.64,0,10,30,5,5,0.49999999999999994,-0.8660254037844387,3.0,3.0,3.0,3.0,0.0,0.0,0.2240939945626558,0.11904733560158191,1
2026-05-30 12:10:18.741936,3,74.63,0.01,0.06,35.34,0.41,15.49,70.83,0,12,30,5,5,1.2246467991473532e-16,-1.0,3.0,3.0,3.0,3.0,0.0,0.0,0.21869264127216376,0.14634110648510615,1
2026-05-30 14:45:20.657707,3,75.74,0.0,0.09,37.29,0.45,15.56,75.08,0,14,30,5,5,-0.4999999999999997,-0.8660254037844388,3.0,3.0,3.0,3.0,0.0,0.0,0.20724560192800212,0.1999995555565432,1
2026-05-30 16:12:08.486716,3,75.64,0.0,0.09,37.52,0.46,15.8,76.24,0,16,30,5,5,-0.8660254037844385,-0.5000000000000004,3.0,3.0,3.0,3.0,0.0,0.0,0.20724029109076222,0.19565174858315526,1
2026-05-30 18:09:36.847885,3,75.93,0.0,0.1,37.71,0.47,15.87,76.42,0,18,30,5,5,-1.0,-1.8369701987210297e-16,3.0,3.0,3.0,3.0,0.0,0.0,0.20766814698157357,0.21276550475424524,1
2026-05-30 20:14:16.097358,3,75.43,0.0,0.1,36.65,0.47,15.6,75.44,0,20,30,5,5,-0.8660254037844386,0.5000000000000001,3.0,3.0,3.0,3.0,0.0,0.0,0.20678684773612344,0.21276550475424524,1
2026-05-30 22:08:40.244253,3,74.75,0.0,0.1,35.52,0.46,15.72,75.75,0,22,30,5,5,-0.5000000000000004,0.8660254037844384,3.0,3.0,3.0,3.0,0.0,0.0,0.20752474973564689,0.2173908317590614,1
2026-05-31 00:10:21.108748,3,74.93,0.0,0.1,34.87,0.46,15.76,75.5,0,0,31,5,6,0.0,1.0,3.0,3.0,3.0,3.0,0.0,0.0,0.20874171908951367,0.2173908317590614,1
2026-05-31 05:25:46.988859,3,74.97,0.02,0.06,34.71,0.4,14.63,71.17,0,5,31,5,6,0.9659258262890683,0.25881904510252074,3.0,3.0,3.0,3.0,0.0,0.0,0.2055641393063912,0.1499996250009375,1
2026-05-31 09:17:31.322396,3,72.57,0.01,0.05,32.41,0.37,14.69,70.94,0,9,31,5,6,0.7071067811865476,-0.7071067811865475,3.0,3.0,3.0,3.0,0.0,0.0,0.2070763996747054,0.1351347699060273,1
2026-05-31 11:00:53.094663,3,72.54,0.01,0.05,32.34,0.37,14.73,71.75,0,11,31,5,6,0.258819045102521,-0.9659258262890682,3.0,3.0,3.0,3.0,0.0,0.0,0.2052961643861162,0.1351347699060273,1
2026-05-31 11:07:48.387593,3,72.54,0.01,0.05,32.34,0.37,14.73,71.75,0,11,31,5,6,0.258819045102521,-0.9659258262890682,3.0,3.0,3.0,3.0,0.0,0.0,0.2052961643861162,0.1351347699060273,1
2026-05-31 14:05:21.428758,3,72.68,0.0,0.07,33.12,0.37,14.19,68.27,0,14,31,5,6,-0.4999999999999997,-0.8660254037844388,3.0,3.0,3.0,3.0,0.0,0.0,0.2078511760970972,0.18918867786843824,1
2026-05-31 15:38:14.052167,3,72.85,0.0,0.08,33.64,0.37,14.3,68.43,0,15,31,5,6,-0.7071067811865471,-0.7071067811865479,3.0,3.0,3.0,3.0,0.0,0.0,0.208972669750509,0.21621563184964368,1
2026-05-31 17:18:55.088634,3,73.06,0.0,0.08,33.54,0.38,14.35,68.6,0,17,31,5,6,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.20918367042006314,0.21052576177431115,1
2026-05-31 17:42:36.802790,3,73.19,0.01,0.06,33.54,0.37,14.9,73.42,0,17,31,5,6,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.20294197489863833,0.16216172388723274,1
2026-05-31 19:37:46.284376,3,74.11,0.0,0.09,32.99,0.39,14.11,67.86,0,19,31,5,6,-0.9659258262890684,0.2588190451025203,3.0,3.0,3.0,3.0,0.0,0.0,0.20792808417435774,0.23076863905477166,1
2026-05-31 21:11:30.841036,3,74.33,0.0,0.09,32.99,0.39,14.14,67.94,0,21,31,5,6,-0.7071067811865477,0.7071067811865474,3.0,3.0,3.0,3.0,0.0,0.0,0.20812481295076815,0.23076863905477166,1
2026-05-31 23:12:04.278908,3,74.89,0.0,0.09,34.04,0.39,14.73,69.88,0,23,31,5,6,-0.25881904510252157,0.9659258262890681,3.0,3.0,3.0,3.0,0.0,0.0,0.21078992257026444,0.23076863905477166,1
2026-06-01 05:08:17.565994,3,74.27,0.02,0.07,36.09,0.41,15.59,73.43,0,5,1,6,0,0.9659258262890683,0.25881904510252074,3.0,3.0,3.0,3.0,0.0,0.0,0.21231104164086828,0.17073129089929054,1
2026-06-01 11:52:59.334698,3,74.23,0.01,0.05,32.63,0.37,14.89,74.22,0,11,1,6,0,0.258819045102521,-0.9659258262890682,3.0,3.0,3.0,3.0,0.0,0.0,0.2006197763322585,0.1351347699060273,1
2026-06-01 16:36:40.082151,3,75.75,0.0,0.08,33.87,0.38,14.16,70.25,0,16,1,6,0,-0.8660254037844385,-0.5000000000000004,3.0,3.0,3.0,3.0,0.0,0.0,0.20156583342966786,0.21052576177431115,1
2026-06-01 18:14:00.053859,3,76.32,0.0,0.08,34.8,0.38,14.43,71.4,0,18,1,6,0,-1.0,-1.8369701987210297e-16,3.0,3.0,3.0,3.0,0.0,0.0,0.2021008375055905,0.21052576177431115,1
2026-06-01 22:14:43.441567,3,77.37,0.0,0.08,37.82,0.4,16.28,78.27,0,22,1,6,0,-0.5000000000000004,0.8660254037844384,3.0,3.0,3.0,3.0,0.0,0.0,0.20799795313660469,0.19999950000125,1
2026-06-02 00:22:11.654353,3,77.61,0.0,0.09,39.47,0.42,17.23,82.57,0,0,2,6,1,0.0,1.0,3.0,3.0,3.0,3.0,0.0,0.0,0.208671427774356,0.21428520408284743,1
2026-06-02 05:57:42.296088,3,76.25,0.02,0.07,39.82,0.43,18.62,92.84,0,5,2,6,1,0.9659258262890683,0.25881904510252074,3.0,3.0,3.0,3.0,0.0,0.0,0.20056010124342846,0.1627903190922812,1
2026-06-02 10:52:01.859679,3,74.83,0.01,0.06,35.35,0.36,18.06,89.05,0,10,2,6,1,0.49999999999999994,-0.8660254037844387,3.0,3.0,3.0,3.0,0.0,0.0,0.2028074092890802,0.16666620370498972,1
2026-06-02 15:02:14.425158,3,74.56,0.0,0.1,33.68,0.32,15.97,77.4,0,15,2,6,1,-0.7071067811865471,-0.7071067811865479,3.0,3.0,3.0,3.0,0.0,0.0,0.20633074668823326,0.3124990234405518,1
2026-06-02 16:49:11.519273,3,75.03,0.0,0.1,33.89,0.33,15.73,75.3,0,16,2,6,1,-0.8660254037844385,-0.5000000000000004,3.0,3.0,3.0,3.0,0.0,0.0,0.20889773958967148,0.30302938475944013,1
2026-06-02 18:21:51.547937,3,75.27,0.0,0.1,34.46,0.33,15.81,76.26,0,18,2,6,1,-1.0,-1.8369701987210297e-16,3.0,3.0,3.0,3.0,0.0,0.0,0.20731707045217584,0.30302938475944013,1
2026-06-02 18:50:14.335006,3,75.53,0.0,0.09,35.56,0.32,16.08,78.47,0,18,2,6,1,-1.0,-1.8369701987210297e-16,3.0,3.0,3.0,3.0,0.0,0.0,0.20491907474297086,0.2812491210964966,1
